TransactionID,OrderID,TransactionDate,TransactionTime,DayOfWeek,Month,Quarter,Year,CustomerID,CustomerAgeGroup,Subscription Member,ProductID,ProductName,Category,Season,QuantitySold,UnitSalePrice,UnitCost,Revenue,TotalCost,Profit,GrossMarginPercent,WeekendFlag,StoreID,StoreLocation,City,State
TXN-00014779,ORD-0001551,1/11/2022,11:34:33,Tuesday,January,Q1,2022,CUST-04501,75+,Family,BR-001,Chocolate Brownies,Brownies,Winter,1,3.5,0.48,3.5,0.48,3.02,86.29,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014780,ORD-0001551,1/11/2022,11:34:33,Tuesday,January,Q1,2022,CUST-04501,75+,Family,CK-001,Chocolate Chip Cookie,Cookie,Winter,2,2.99,0.32,5.98,0.64,5.34,89.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014781,ORD-0001551,1/11/2022,11:34:33,Tuesday,January,Q1,2022,CUST-04501,75+,Family,BR-003,Peppermint Mocha Brownies,Brownies,Winter,2,3.5,0.56,7,1.12,5.88,84,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014782,ORD-0000781,1/11/2022,11:55:40,Tuesday,January,Q1,2022,CUST-05239,65-74,None,CK-005,Gingerbread Cookie,Cookie,Winter,2,2.99,0.26,5.98,0.52,5.46,91.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014783,ORD-0012198,1/11/2022,12:46:17,Tuesday,January,Q1,2022,CUST-00285,65-74,None,CK-001,Chocolate Chip Cookie,Cookie,Winter,3,2.99,0.32,8.97,0.96,8.01,89.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014784,ORD-0012198,1/11/2022,12:46:17,Tuesday,January,Q1,2022,CUST-00285,65-74,None,CK-003,Oatmeal Cookie,Cookie,Winter,1,2.99,0.24,2.99,0.24,2.75,91.97,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014785,ORD-0003103,1/11/2022,13:07:33,Tuesday,January,Q1,2022,CUST-02300,45-54,None,CK-002,Snickerdoodle Cookie,Cookie,Winter,1,2.99,0.37,2.99,0.37,2.62,87.63,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014786,ORD-0012200,1/11/2022,13:30:22,Tuesday,January,Q1,2022,CUST-04221,45-54,None,CK-001,Chocolate Chip Cookie,Cookie,Winter,1,2.99,0.32,2.99,0.32,2.67,89.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014787,ORD-0000085,1/11/2022,13:51:17,Tuesday,January,Q1,2022,CUST-03237,55-64,Family,CK-001,Chocolate Chip Cookie,Cookie,Winter,4,2.99,0.32,11.96,1.28,10.68,89.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014788,ORD-0000085,1/11/2022,13:51:17,Tuesday,January,Q1,2022,CUST-03237,55-64,Family,CK-005,Gingerbread Cookie,Cookie,Winter,2,2.99,0.26,5.98,0.52,5.46,91.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014789,ORD-0000085,1/11/2022,13:51:17,Tuesday,January,Q1,2022,CUST-03237,55-64,Family,MF-001,Vegan Banana Bread Muffin,Muffins,Winter,2,2.99,0.81,5.98,1.62,4.36,72.91,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014790,ORD-0000085,1/11/2022,13:51:17,Tuesday,January,Q1,2022,CUST-03237,55-64,Family,CK-003,Oatmeal Cookie,Cookie,Winter,4,2.99,0.24,11.96,0.96,11,91.97,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014791,ORD-0009399,1/11/2022,14:11:57,Tuesday,January,Q1,2022,CUST-03007,45-54,None,BR-003,Peppermint Mocha Brownies,Brownies,Winter,1,3.5,0.56,3.5,0.56,2.94,84,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014792,ORD-0009399,1/11/2022,14:11:57,Tuesday,January,Q1,2022,CUST-03007,45-54,None,CK-001,Chocolate Chip Cookie,Cookie,Winter,1,2.99,0.32,2.99,0.32,2.67,89.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014793,ORD-0009399,1/11/2022,14:11:57,Tuesday,January,Q1,2022,CUST-03007,45-54,None,CK-005,Gingerbread Cookie,Cookie,Winter,1,2.99,0.26,2.99,0.26,2.73,91.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014794,ORD-0003714,1/11/2022,14:50:43,Tuesday,January,Q1,2022,CUST-00953,65-74,Mystery Box,CR-001,Cinnamon Rolls,Cinnamon Rolls,Winter,1,3.99,0.95,3.99,0.95,3.04,76.19,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014795,ORD-0003515,1/11/2022,16:50:22,Tuesday,January,Q1,2022,CUST-03496,75+,Basic,CK-001,Chocolate Chip Cookie,Cookie,Winter,1,2.99,0.32,2.99,0.32,2.67,89.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014796,ORD-0003515,1/11/2022,16:50:22,Tuesday,January,Q1,2022,CUST-03496,75+,Basic,CP-005,Peppermint Chocalate Cupcakes,Cupcakes,Winter,1,4.5,0.84,4.5,0.84,3.66,81.33,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014797,ORD-0022058,1/12/2022,7:54:32,Wednesday,January,Q1,2022,CUST-03944,55-64,Basic,MF-001,Vegan Banana Bread Muffin,Muffins,Winter,2,2.99,0.81,5.98,1.62,4.36,72.91,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014798,ORD-0022058,1/12/2022,7:54:32,Wednesday,January,Q1,2022,CUST-03944,55-64,Basic,CK-002,Snickerdoodle Cookie,Cookie,Winter,1,2.99,0.37,2.99,0.37,2.62,87.63,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014799,ORD-0003093,1/12/2022,12:10:23,Wednesday,January,Q1,2022,CUST-01750,65-74,None,CP-005,Peppermint Chocalate Cupcakes,Cupcakes,Winter,1,4.5,0.84,4.5,0.84,3.66,81.33,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014800,ORD-0003093,1/12/2022,12:10:23,Wednesday,January,Q1,2022,CUST-01750,65-74,None,CK-003,Oatmeal Cookie,Cookie,Winter,1,2.99,0.24,2.99,0.24,2.75,91.97,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014801,ORD-0001358,1/12/2022,12:15:17,Wednesday,January,Q1,2022,CUST-02763,65-74,Basic,BR-001,Chocolate Brownies,Brownies,Winter,1,3.5,0.48,3.5,0.48,3.02,86.29,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014802,ORD-0009377,1/13/2022,12:35:04,Thursday,January,Q1,2022,CUST-05053,75+,None,BR-001,Chocolate Brownies,Brownies,Winter,1,3.5,0.48,3.5,0.48,3.02,86.29,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014803,ORD-0009377,1/13/2022,12:35:04,Thursday,January,Q1,2022,CUST-05053,75+,None,CK-001,Chocolate Chip Cookie,Cookie,Winter,1,2.99,0.32,2.99,0.32,2.67,89.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014804,ORD-0022282,1/13/2022,16:16:15,Thursday,January,Q1,2022,CUST-04913,75+,None,BR-002,Walnut Brownies,Brownies,Winter,2,3.5,0.59,7,1.18,5.82,83.14,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014805,ORD-0023396,1/13/2022,16:37:41,Thursday,January,Q1,2022,CUST-04684,65-74,None,CK-003,Oatmeal Cookie,Cookie,Winter,2,2.99,0.24,5.98,0.48,5.5,91.97,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014806,ORD-0021557,1/14/2022,8:06:51,Friday,January,Q1,2022,CUST-02731,55-64,None,CR-001,Cinnamon Rolls,Cinnamon Rolls,Winter,1,3.99,0.95,3.99,0.95,3.04,76.19,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014807,ORD-0013200,1/14/2022,10:34:26,Friday,January,Q1,2022,CUST-02238,55-64,None,CR-001,Cinnamon Rolls,Cinnamon Rolls,Winter,1,3.99,0.95,3.99,0.95,3.04,76.19,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014808,ORD-0013200,1/14/2022,10:34:26,Friday,January,Q1,2022,CUST-02238,55-64,None,CK-001,Chocolate Chip Cookie,Cookie,Winter,1,2.99,0.32,2.99,0.32,2.67,89.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014809,ORD-0003450,1/14/2022,11:12:40,Friday,January,Q1,2022,CUST-04399,65-74,Basic,CP-003,Lemon Cupcake,Cupcakes,Winter,1,4.5,0.76,4.5,0.76,3.74,83.11,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014810,ORD-0008747,1/14/2022,11:35:03,Friday,January,Q1,2022,CUST-03252,65-74,None,CK-002,Snickerdoodle Cookie,Cookie,Winter,1,2.99,0.37,2.99,0.37,2.62,87.63,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014811,ORD-0008747,1/14/2022,11:35:03,Friday,January,Q1,2022,CUST-03252,65-74,None,CK-005,Gingerbread Cookie,Cookie,Winter,1,2.99,0.26,2.99,0.26,2.73,91.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014812,ORD-0023394,1/14/2022,12:34:36,Friday,January,Q1,2022,CUST-04963,65-74,None,CK-005,Gingerbread Cookie,Cookie,Winter,1,2.99,0.26,2.99,0.26,2.73,91.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014813,ORD-0001970,1/14/2022,13:55:01,Friday,January,Q1,2022,CUST-03087,75+,Mystery Box,MYS-001,Mystery Box Item,Mystery Box Item,Winter,1,0,1,0,1,-1,,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014814,ORD-0018863,1/14/2022,15:32:56,Friday,January,Q1,2022,CUST-00420,45-54,None,CP-002,Chocolate Cupcakes,Cupcakes,Winter,1,4.5,0.79,4.5,0.79,3.71,82.44,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014815,ORD-0007948,1/15/2022,8:01:01,Saturday,January,Q1,2022,CUST-01262,65-74,None,CP-002,Chocolate Cupcakes,Cupcakes,Winter,1,4.5,0.79,4.5,0.79,3.71,82.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014816,ORD-0007948,1/15/2022,8:01:01,Saturday,January,Q1,2022,CUST-01262,65-74,None,CK-005,Gingerbread Cookie,Cookie,Winter,1,2.99,0.26,2.99,0.26,2.73,91.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014817,ORD-0016708,1/15/2022,8:47:51,Saturday,January,Q1,2022,CUST-01067,65-74,Family,CR-001,Cinnamon Rolls,Cinnamon Rolls,Winter,1,3.99,0.95,3.99,0.95,3.04,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014818,ORD-0016708,1/15/2022,8:47:51,Saturday,January,Q1,2022,CUST-01067,65-74,Family,CR-001,Cinnamon Rolls,Cinnamon Rolls,Winter,2,3.99,0.95,7.98,1.9,6.08,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014819,ORD-0016708,1/15/2022,8:47:51,Saturday,January,Q1,2022,CUST-01067,65-74,Family,CK-002,Snickerdoodle Cookie,Cookie,Winter,2,2.99,0.37,5.98,0.74,5.24,87.63,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014820,ORD-0016708,1/15/2022,8:47:51,Saturday,January,Q1,2022,CUST-01067,65-74,Family,CP-003,Lemon Cupcake,Cupcakes,Winter,4,4.5,0.76,18,3.04,14.96,83.11,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014821,ORD-0017685,1/15/2022,9:22:06,Saturday,January,Q1,2022,CUST-01587,65-74,Family,CR-001,Cinnamon Rolls,Cinnamon Rolls,Winter,2,3.99,0.95,7.98,1.9,6.08,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014822,ORD-0017685,1/15/2022,9:22:06,Saturday,January,Q1,2022,CUST-01587,65-74,Family,CK-005,Gingerbread Cookie,Cookie,Winter,2,2.99,0.26,5.98,0.52,5.46,91.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014823,ORD-0017685,1/15/2022,9:22:06,Saturday,January,Q1,2022,CUST-01587,65-74,Family,CK-003,Oatmeal Cookie,Cookie,Winter,4,2.99,0.24,11.96,0.96,11,91.97,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014824,ORD-0017685,1/15/2022,9:22:06,Saturday,January,Q1,2022,CUST-01587,65-74,Family,CK-002,Snickerdoodle Cookie,Cookie,Winter,4,2.99,0.37,11.96,1.48,10.48,87.63,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014825,ORD-0001142,1/15/2022,9:52:08,Saturday,January,Q1,2022,CUST-04840,25-34,None,CP-003,Lemon Cupcake,Cupcakes,Winter,1,4.5,0.76,4.5,0.76,3.74,83.11,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014826,ORD-0004999,1/15/2022,10:47:27,Saturday,January,Q1,2022,CUST-03003,55-64,None,BR-001,Chocolate Brownies,Brownies,Winter,2,3.5,0.48,7,0.96,6.04,86.29,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014827,ORD-0004999,1/15/2022,10:47:27,Saturday,January,Q1,2022,CUST-03003,55-64,None,BR-001,Chocolate Brownies,Brownies,Winter,1,3.5,0.48,3.5,0.48,3.02,86.29,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014828,ORD-0004999,1/15/2022,10:47:27,Saturday,January,Q1,2022,CUST-03003,55-64,None,CK-001,Chocolate Chip Cookie,Cookie,Winter,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014829,ORD-0007952,1/15/2022,10:56:23,Saturday,January,Q1,2022,CUST-01510,75+,Basic,BR-001,Chocolate Brownies,Brownies,Winter,1,3.5,0.48,3.5,0.48,3.02,86.29,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014830,ORD-0018024,1/15/2022,11:46:24,Saturday,January,Q1,2022,CUST-02920,75+,None,CK-002,Snickerdoodle Cookie,Cookie,Winter,2,2.99,0.37,5.98,0.74,5.24,87.63,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014831,ORD-0003476,1/15/2022,12:38:43,Saturday,January,Q1,2022,CUST-02526,75+,None,BR-002,Walnut Brownies,Brownies,Winter,2,3.5,0.59,7,1.18,5.82,83.14,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014832,ORD-0014341,1/15/2022,12:58:01,Saturday,January,Q1,2022,CUST-00627,25-34,None,CK-003,Oatmeal Cookie,Cookie,Winter,1,2.99,0.24,2.99,0.24,2.75,91.97,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014833,ORD-0014341,1/15/2022,12:58:01,Saturday,January,Q1,2022,CUST-00627,25-34,None,BR-003,Peppermint Mocha Brownies,Brownies,Winter,1,3.5,0.56,3.5,0.56,2.94,84,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014834,ORD-0014341,1/15/2022,12:58:01,Saturday,January,Q1,2022,CUST-00627,25-34,None,CP-002,Chocolate Cupcakes,Cupcakes,Winter,1,4.5,0.79,4.5,0.79,3.71,82.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014835,ORD-0014341,1/15/2022,12:58:01,Saturday,January,Q1,2022,CUST-00627,25-34,None,CR-001,Cinnamon Rolls,Cinnamon Rolls,Winter,1,3.99,0.95,3.99,0.95,3.04,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014836,ORD-0008122,1/15/2022,14:07:49,Saturday,January,Q1,2022,CUST-04675,65-74,None,MF-001,Vegan Banana Bread Muffin,Muffins,Winter,1,2.99,0.81,2.99,0.81,2.18,72.91,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014837,ORD-0017256,1/15/2022,15:29:53,Saturday,January,Q1,2022,CUST-03518,65-74,None,CP-001,Vanilla Cupcakes,Cupcakes,Winter,1,4.5,0.72,4.5,0.72,3.78,84,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014838,ORD-0017256,1/15/2022,15:29:53,Saturday,January,Q1,2022,CUST-03518,65-74,None,BR-002,Walnut Brownies,Brownies,Winter,1,3.5,0.59,3.5,0.59,2.91,83.14,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014839,ORD-0017256,1/15/2022,15:29:53,Saturday,January,Q1,2022,CUST-03518,65-74,None,CK-001,Chocolate Chip Cookie,Cookie,Winter,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014840,ORD-0003341,1/15/2022,15:53:07,Saturday,January,Q1,2022,CUST-00314,25-34,Mystery Box,CP-001,Vanilla Cupcakes,Cupcakes,Winter,1,4.5,0.72,4.5,0.72,3.78,84,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014841,ORD-0003341,1/15/2022,15:53:07,Saturday,January,Q1,2022,CUST-00314,25-34,Mystery Box,BR-003,Peppermint Mocha Brownies,Brownies,Winter,1,3.5,0.56,3.5,0.56,2.94,84,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014842,ORD-0027512,1/16/2022,9:33:29,Sunday,January,Q1,2022,CUST-01964,65-74,None,CP-002,Chocolate Cupcakes,Cupcakes,Winter,1,4.5,0.79,4.5,0.79,3.71,82.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014843,ORD-0027512,1/16/2022,9:33:29,Sunday,January,Q1,2022,CUST-01964,65-74,None,MF-001,Vegan Banana Bread Muffin,Muffins,Winter,1,2.99,0.81,2.99,0.81,2.18,72.91,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014844,ORD-0027512,1/16/2022,9:33:29,Sunday,January,Q1,2022,CUST-01964,65-74,None,CP-002,Chocolate Cupcakes,Cupcakes,Winter,1,4.5,0.79,4.5,0.79,3.71,82.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014845,ORD-0001745,1/16/2022,9:49:06,Sunday,January,Q1,2022,CUST-04965,65-74,None,CR-001,Cinnamon Rolls,Cinnamon Rolls,Winter,1,3.99,0.95,3.99,0.95,3.04,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014846,ORD-0008599,1/16/2022,10:17:45,Sunday,January,Q1,2022,CUST-02682,75+,None,CP-005,Peppermint Chocalate Cupcakes,Cupcakes,Winter,1,4.5,0.84,4.5,0.84,3.66,81.33,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014847,ORD-0007529,1/16/2022,10:40:57,Sunday,January,Q1,2022,CUST-00713,25-34,None,BR-001,Chocolate Brownies,Brownies,Winter,2,3.5,0.48,7,0.96,6.04,86.29,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014848,ORD-0026974,1/16/2022,10:43:10,Sunday,January,Q1,2022,CUST-00378,65-74,None,BR-003,Peppermint Mocha Brownies,Brownies,Winter,1,3.5,0.56,3.5,0.56,2.94,84,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014849,ORD-0000545,1/16/2022,11:22:23,Sunday,January,Q1,2022,CUST-02677,45-54,None,CP-002,Chocolate Cupcakes,Cupcakes,Winter,1,4.5,0.79,4.5,0.79,3.71,82.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014850,ORD-0022877,1/16/2022,13:57:08,Sunday,January,Q1,2022,CUST-00984,65-74,None,BR-002,Walnut Brownies,Brownies,Winter,2,3.5,0.59,7,1.18,5.82,83.14,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014851,ORD-0022877,1/16/2022,13:57:08,Sunday,January,Q1,2022,CUST-00984,65-74,None,CK-005,Gingerbread Cookie,Cookie,Winter,1,2.99,0.26,2.99,0.26,2.73,91.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014852,ORD-0022877,1/16/2022,13:57:08,Sunday,January,Q1,2022,CUST-00984,65-74,None,CP-002,Chocolate Cupcakes,Cupcakes,Winter,1,4.5,0.79,4.5,0.79,3.71,82.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014853,ORD-0010646,1/16/2022,15:43:16,Sunday,January,Q1,2022,CUST-03014,55-64,Mystery Box,BR-003,Peppermint Mocha Brownies,Brownies,Winter,2,3.5,0.56,7,1.12,5.88,84,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014854,ORD-0020381,1/16/2022,16:27:44,Sunday,January,Q1,2022,CUST-05244,55-64,None,CK-002,Snickerdoodle Cookie,Cookie,Winter,1,2.99,0.37,2.99,0.37,2.62,87.63,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014855,ORD-0020381,1/16/2022,16:27:44,Sunday,January,Q1,2022,CUST-05244,55-64,None,CP-002,Chocolate Cupcakes,Cupcakes,Winter,1,4.5,0.79,4.5,0.79,3.71,82.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014856,ORD-0019147,1/17/2022,9:19:39,Monday,January,Q1,2022,CUST-05285,65-74,None,CR-001,Cinnamon Rolls,Cinnamon Rolls,Winter,2,3.99,0.95,7.98,1.9,6.08,76.19,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014857,ORD-0019147,1/17/2022,9:19:39,Monday,January,Q1,2022,CUST-05285,65-74,None,CK-003,Oatmeal Cookie,Cookie,Winter,1,2.99,0.24,2.99,0.24,2.75,91.97,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014858,ORD-0028790,1/18/2022,8:49:50,Tuesday,January,Q1,2022,CUST-02104,65-74,None,BR-001,Chocolate Brownies,Brownies,Winter,1,3.5,0.48,3.5,0.48,3.02,86.29,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014859,ORD-0023088,1/18/2022,9:25:54,Tuesday,January,Q1,2022,CUST-04266,65-74,None,CR-001,Cinnamon Rolls,Cinnamon Rolls,Winter,1,3.99,0.95,3.99,0.95,3.04,76.19,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014860,ORD-0014154,1/18/2022,9:58:22,Tuesday,January,Q1,2022,CUST-02084,75+,None,CP-002,Chocolate Cupcakes,Cupcakes,Winter,3,4.5,0.79,13.5,2.37,11.13,82.44,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014861,ORD-0014154,1/18/2022,9:58:22,Tuesday,January,Q1,2022,CUST-02084,75+,None,BR-003,Peppermint Mocha Brownies,Brownies,Winter,1,3.5,0.56,3.5,0.56,2.94,84,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014862,ORD-0014154,1/18/2022,9:58:22,Tuesday,January,Q1,2022,CUST-02084,75+,None,CK-003,Oatmeal Cookie,Cookie,Winter,2,2.99,0.24,5.98,0.48,5.5,91.97,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014863,ORD-0010270,1/18/2022,10:04:31,Tuesday,January,Q1,2022,CUST-01954,65-74,None,CK-001,Chocolate Chip Cookie,Cookie,Winter,1,2.99,0.32,2.99,0.32,2.67,89.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014864,ORD-0010270,1/18/2022,10:04:31,Tuesday,January,Q1,2022,CUST-01954,65-74,None,BR-001,Chocolate Brownies,Brownies,Winter,1,3.5,0.48,3.5,0.48,3.02,86.29,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014865,ORD-0023124,1/18/2022,10:51:05,Tuesday,January,Q1,2022,CUST-04750,75+,None,CP-002,Chocolate Cupcakes,Cupcakes,Winter,3,4.5,0.79,13.5,2.37,11.13,82.44,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014866,ORD-0013282,1/18/2022,11:54:38,Tuesday,January,Q1,2022,CUST-05107,75+,None,CP-005,Peppermint Chocalate Cupcakes,Cupcakes,Winter,1,4.5,0.84,4.5,0.84,3.66,81.33,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014867,ORD-0020882,1/18/2022,12:01:12,Tuesday,January,Q1,2022,CUST-04329,35-44,None,CK-001,Chocolate Chip Cookie,Cookie,Winter,1,2.99,0.32,2.99,0.32,2.67,89.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014868,ORD-0016587,1/18/2022,12:03:47,Tuesday,January,Q1,2022,CUST-02274,75+,None,CK-002,Snickerdoodle Cookie,Cookie,Winter,1,2.99,0.37,2.99,0.37,2.62,87.63,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014869,ORD-0016587,1/18/2022,12:03:47,Tuesday,January,Q1,2022,CUST-02274,75+,None,CP-001,Vanilla Cupcakes,Cupcakes,Winter,1,4.5,0.72,4.5,0.72,3.78,84,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014870,ORD-0016587,1/18/2022,12:03:47,Tuesday,January,Q1,2022,CUST-02274,75+,None,CK-001,Chocolate Chip Cookie,Cookie,Winter,2,2.99,0.32,5.98,0.64,5.34,89.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014871,ORD-0021818,1/18/2022,14:52:01,Tuesday,January,Q1,2022,CUST-04124,65-74,None,CK-001,Chocolate Chip Cookie,Cookie,Winter,1,2.99,0.32,2.99,0.32,2.67,89.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014872,ORD-0027956,1/18/2022,17:09:24,Tuesday,January,Q1,2022,CUST-00977,25-34,None,CK-001,Chocolate Chip Cookie,Cookie,Winter,1,2.99,0.32,2.99,0.32,2.67,89.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014873,ORD-0019917,1/19/2022,9:47:53,Wednesday,January,Q1,2022,CUST-05096,65-74,Basic,CK-002,Snickerdoodle Cookie,Cookie,Winter,1,2.99,0.37,2.99,0.37,2.62,87.63,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014874,ORD-0028437,1/19/2022,10:38:53,Wednesday,January,Q1,2022,CUST-01906,35-44,None,CP-003,Lemon Cupcake,Cupcakes,Winter,1,4.5,0.76,4.5,0.76,3.74,83.11,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00014875,ORD-0003255,1/19/2022,12:37:24,Wednesday,January,Q1,2022,CUST-05030,65-74,None,CK-005,Gingerbread Cookie,Cookie,Winter,1,2.99,0.26,2.99,0.26,2.73,91.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
